market,code,name,signal,entry_price,close,high,n_high,n_high_ratio,atr,low,n_low,last_close
COIN,BLUR,BLUR,관심,,21.9,23.55,23.39,1.0068,1.327,21.98,21.74,21.63
COIN,OP,OP,청산,,123.0,126.0,143.0,0.8811,10.2,120.0,121.0,
COIN,RPL,RPL,청산,,2197.0,2257.0,2369.0,0.9527,139.8,2175.0,2200.0,
COIN,ACS,ACS,청산,,0.2031,0.2193,0.3559,0.6162,0.0417,0.1998,0.2054,
COIN,FRAX,FRAX,청산,,406.0,412.0,447.0,0.9217,22.2,404.0,405.0,
COIN,LDO,LDO,관심,,480.0,518.0,521.0,0.9942,42.8,493.0,485.0,475.0
COIN,S,S,청산,,38.94,40.88,46.06,0.8875,3.46,38.62,40.11,
COIN,FLOKI,FLOKI,청산,,0.0345,0.0355,0.0375,0.9467,0.0027,0.0344,0.0345,
COIN,AGLD,AGLD,관심,,228.0,235.0,237.0,0.9916,12.8,229.0,223.0,228.0
COIN,SEI,SEI,청산,,62.84,63.82,67.32,0.948,3.659,62.35,62.9,
COIN,WAXL,WAXL,확정,59.56,59.22,61.42,59.46,1.033,4.265,56.57,55.06,59.22
COIN,PEPE,PEPE,청산,,0.005,0.0053,0.0056,0.9464,0.0005,0.005,0.005,
COIN,ARKM,ARKM,청산,,152.0,156.0,164.0,0.9512,11.0,151.0,151.0,
COIN,PENDLE,PENDLE,관심,,2363.0,2495.0,2498.0,0.9988,234.4,2419.0,2301.0,2347.0
COIN,BICO,BICO,청산,,29.97,31.53,47.69,0.6611,6.217,29.19,29.75,
COIN,MNT,MNT,확정,778.0,773.0,809.0,776.0,1.0425,53.8,731.0,691.0,773.0
COIN,GTC,GTC,청산,,114.0,116.0,134.0,0.8657,8.2,113.0,113.0,
COIN,NEO,NEO,청산,,2842.0,2895.0,3218.0,0.8996,191.6,2817.0,2855.0,
COIN,TIA,TIA,청산,,465.0,475.0,512.0,0.9277,35.6,460.0,460.0,
COIN,BIGTIME,BIGTIME,관심,,9.401,9.57,9.656,0.9911,0.7916,9.153,8.44,9.307
COIN,AUCTION,AUCTION,관심,,4915.0,5980.0,5600.0,1.0679,488.3,4898.0,4305.0,5025.0
COIN,USDT,USDT,관심,,1384.0,1390.0,1397.0,0.995,12.4,1384.0,1378.0,1386.0
COIN,USDC,USDC,관심,,1385.0,1390.0,1398.0,0.9943,12.8,1385.0,1378.0,1386.0
COIN,ACE,ACE,청산,,246.0,258.0,328.0,0.7866,39.1,244.0,256.0,
COIN,SKL,SKL,관심,,5.055,5.61,5.437,1.0318,0.3329,5.129,5.003,5.017
COIN,BEAM,BEAM,청산,,2.094,2.186,3.3,0.6624,0.2827,2.081,2.106,
COIN,BONK,BONK,청산,,0.004,0.0042,0.0044,0.9545,0.0005,0.0039,0.004,
COIN,RON,RON,청산,,73.91,75.39,80.05,0.9418,3.786,73.38,74.11,
COIN,CORE,CORE,청산,,30.27,32.79,38.65,0.8484,4.81,29.86,31.5,
COIN,IO,IO,청산,,177.0,183.0,199.0,0.9196,13.1,177.0,178.0,
COIN,G,G,청산,,5.124,5.176,5.573,0.9288,0.3652,5.081,5.098,
COIN,CFG,CFG,청산,,164.0,170.0,201.0,0.8458,16.4,164.0,166.0,
COIN,MERL,MERL,청산,,28.1,28.7,34.78,0.8252,3.292,27.8,27.98,
COIN,EIGEN,EIGEN,청산,,267.0,285.0,297.0,0.9596,28.2,263.0,263.0,
COIN,SKY,SKY,관심,,94.93,98.1,97.84,1.0027,4.552,96.59,91.55,94.32
COIN,TURBO,TURBO,청산,,1.339,1.389,1.583,0.8774,0.1412,1.32,1.344,
COIN,PUFFER,PUFFER,청산,,20.35,20.96,26.9,0.7792,2.702,20.33,20.62,
COIN,DBR,DBR,관심,,20.39,20.34,20.45,0.9946,0.639,20.07,19.94,20.38
COIN,MOODENG,MOODENG,청산,,56.0,57.47,63.7,0.9022,6.618,55.12,55.81,
COIN,ME,ME,청산,,82.94,84.88,96.31,0.8813,9.184,82.38,82.61,
COIN,INIT,INIT,관심,,80.81,82.97,83.16,0.9977,5.206,78.5,72.3,78.0
COIN,WIF,WIF,청산,,271.0,281.0,323.0,0.87,27.8,271.0,271.0,
COIN,PLUME,PLUME,관심,,20.24,21.29,20.79,1.0241,1.745,20.21,18.29,19.91
COIN,BIO,BIO,청산,,37.29,38.09,40.96,0.9299,3.2,36.83,37.13,
COIN,ANIME,ANIME,탈락,,3.789,4.05,3.82,1.0602,0.2517,3.64,3.513,3.789
COIN,LAYER,LAYER,청산,,91.99,93.39,98.81,0.9451,5.204,91.0,91.15,
COIN,C,C,청산,,83.89,85.8,90.72,0.9458,4.596,83.86,84.02,
COIN,BMT,BMT,청산,,29.31,30.5,41.74,0.7307,6.055,28.78,28.92,
COIN,XAUT,XAUT,청산,,6182000.0,6190000.0,6482000.0,0.955,91700.0,6170000.0,6177000.0,
COIN,BABY,BABY,관심,,16.99,17.7,17.83,0.9927,1.108,16.98,16.75,16.98
COIN,NXPC,NXPC,청산,,284.0,292.0,298.0,0.9799,15.8,284.0,284.0,
COIN,0G,0G,확정,234.0,233.0,233.0,233.0,1.0,18.0,226.0,212.0,
COIN,HEMI,HEMI,탈락,,18.85,18.87,19.06,0.99,3.3423,14.5,11.4,18.85
COIN,TOSHI,TOSHI,청산,,0.1669,0.1718,0.185,0.9286,0.0154,0.1669,0.1686,
COIN,HUMA,HUMA,청산,,27.36,28.38,38.74,0.7326,3.381,27.15,27.66,
COIN,USD1,USD1,관심,,1385.0,1388.0,1396.0,0.9943,17.0,1385.0,1375.0,1389.0
COIN,NEWT,NEWT,관심,,58.25,58.96,59.5,0.9909,3.097,57.5,55.65,58.71
COIN,TREE,TREE,확정,55.44,54.97,55.46,55.4,1.0011,3.534,53.3,50.5,54.97
COIN,EUL,EUL,청산,,1817.0,1863.0,2100.0,0.8871,191.2,1806.0,1820.0,
COIN,OPEN,OPEN,청산,,203.0,209.0,224.0,0.933,13.3,203.0,206.0,
COIN,IRYS,IRYS,확정,19.13,19.03,18.99,19.12,0.9932,0.915,18.62,18.02,19.03
COIN,2Z,2Z,청산,,73.54,75.83,82.74,0.9165,6.101,73.04,74.4,
COIN,SAPIEN,SAPIEN,관심,,111.0,117.0,114.0,1.0263,6.6,111.0,107.0,111.0
COIN,SUPER,SUPER,청산,,149.0,150.0,166.0,0.9036,16.6,148.0,148.0,
COIN,IN,IN,확정,45.99,45.8,45.93,45.95,0.9996,2.163,44.64,43.5,45.8
COIN,USDE,USDE,관심,,1386.0,1400.0,1404.0,0.9972,16.8,1396.0,1373.0,1387.0
COIN,MET,MET,청산,,267.0,280.0,313.0,0.8946,29.1,266.0,269.0,
COIN,ESP,ESP,청산,,109.0,110.0,131.0,0.8397,9.4,107.0,109.0,
COIN,CYS,CYS,탈락,,1160.0,1157.0,1166.0,0.9923,155.0,1070.0,790.0,1160.0
COIN,SPACE,SPACE,관심,,6.551,7.341,7.212,1.0179,0.6565,6.593,6.476,6.628
COIN,BREV,BREV,관심,,103.0,108.0,105.0,1.0286,5.873,100.0,95.89,103.0
COIN,BILL,BILL,청산,,27.25,27.51,30.66,0.8973,2.465,27.0,27.02,
COIN,ELSA,ELSA,탈락,,64.01,64.57,64.54,1.0005,3.073,63.5,60.51,64.01
COIN,SLX,SLX,관심,,95.52,101.0,102.0,0.9902,9.632,96.59,91.4,94.23
COIN,BASED,BASED,관심,,95.19,101.0,102.0,0.9902,11.53,96.66,95.51,93.9
COIN,EDGEX,EDGEX,청산,,493.0,511.0,558.0,0.9158,43.1,488.0,498.0,
COIN,PRL,PRL,청산,,247.0,252.0,297.0,0.8485,21.2,244.0,249.0,
COIN,RE,RE,청산,,650.0,674.0,811.0,0.8311,75.7,638.0,667.0,
COIN,PROVE,PROVE,확정,246.0,245.0,245.0,245.0,1.0,13.3,234.0,226.0,245.0
COIN,KAT,KAT,확정,6.484,6.439,6.506,6.459,1.0073,0.4017,6.21,5.84,6.439
COIN,MAGIC,MAGIC,확정,65.33,64.91,65.09,65.24,0.9977,4.323,63.09,60.91,64.91
COIN,CARV,CARV,확정,47.32,47.06,48.2,47.21,1.021,3.017,45.99,43.19,47.06
COIN,TRUST,TRUST,확정,73.5,73.2,73.0,73.4,0.9946,4.08,69.83,68.55,73.2
COIN,EGLD,EGLD,확정,4964.0,4949.0,4976.0,4959.0,1.0034,390.6,4833.0,4573.0,4949.0
COIN,XAI,XAI,확정이탈,10.5,10.49,10.68,10.49,1.0181,0.6286,10.44,10.06,10.49
COIN,ICP,ICP,확정이탈,3460.0,3444.0,3780.0,3445.0,1.0972,309.2,3246.0,3224.0,3444.0
KR,402340,SK스퀘어,청산,,1037000.0,1046000.0,1145000.0,0.9135,87500.0,974000.0,1026000.0,
KR,329180,HD현대중공업,청산,,449500.0,452000.0,480000.0,0.9417,20100.0,434000.0,451000.0,
KR,207940,삼성바이오로직스,청산,,1518000.0,1518000.0,1611000.0,0.9423,57200.0,1448000.0,1480000.0,
KR,005380,현대차,청산,,403500.0,405500.0,434000.0,0.9343,19900.0,387000.0,395000.0,
KR,012330,현대모비스,청산,,453500.0,459000.0,505000.0,0.9089,25225.0,433500.0,447500.0,
KR,006400,삼성SDI,탈락,,577000.0,592000.0,578000.0,1.0242,32750.0,557000.0,501000.0,
KR,012450,한화에어로스페이스,탈락,,1102000.0,1169000.0,1159000.0,1.0086,65900.0,1092000.0,1055000.0,
KR,005935,삼성전자우,청산,,186500.0,187900.0,204000.0,0.9211,14490.0,179200.0,186200.0,
KR,055550,신한지주,탈락,,108900.0,110700.0,110500.0,1.0018,3450.0,108000.0,105200.0,
KR,009150,삼성전기,탈락,,1430000.0,1461000.0,1460000.0,1.0007,96200.0,1331000.0,1303000.0,
KR,005930,삼성전자,청산,,260000.0,260000.0,272000.0,0.9559,17350.0,246000.0,255500.0,
KR,068270,셀트리온,청산,,188900.0,191300.0,196800.0,0.9721,5880.0,185000.0,187600.0,
KR,000660,SK하이닉스,청산,,1674000.0,1674000.0,1792000.0,0.9342,125100.0,1577000.0,1653000.0,
KR,034730,SK,청산,,545000.0,552000.0,599000.0,0.9215,36200.0,520000.0,532000.0,
KR,028260,삼성물산,청산,,376500.0,378500.0,393500.0,0.9619,24700.0,356500.0,367000.0,
KR,035420,NAVER,청산,,217000.0,218000.0,235000.0,0.9277,12650.0,209000.0,214000.0,
KR,316140,우리금융지주,확정,34400.0,34350.0,34350.0,34000.0,1.0103,1100.0,33450.0,32500.0,
KR,015760,한국전력,청산,,31900.0,32050.0,36400.0,0.8805,1605.0,31250.0,32400.0,
KR,009540,HD한국조선해양,청산,,348500.0,352000.0,369000.0,0.9539,14950.0,342500.0,350000.0,
KR,011200,HMM,청산,,21450.0,21700.0,23200.0,0.9353,1075.0,21100.0,21250.0,
KR,042660,한화오션,청산,,88000.0,88000.0,90500.0,0.9724,3860.0,84500.0,85000.0,
KR,051910,LG화학,탈락,,280000.0,283000.0,281500.0,1.0053,13150.0,270000.0,258000.0,
KR,042700,한미반도체,청산,,220500.0,225000.0,227500.0,0.989,14040.0,205500.0,213500.0,
KR,017670,SK텔레콤,청산,,94200.0,95100.0,106500.0,0.893,6260.0,90800.0,97000.0,
KR,010130,고려아연,청산,,1277000.0,1322000.0,1430000.0,0.9245,85600.0,1258000.0,1346000.0,
KR,278470,에이피알,탈락,,464500.0,466500.0,464500.0,1.0043,23150.0,446500.0,427500.0,
KR,006800,미래에셋증권,청산,,34700.0,35150.0,37500.0,0.9373,1825.0,34100.0,35400.0,
KR,267250,HD현대,확정이탈,224500.0,219000.0,221500.0,223500.0,0.9911,11700.0,209500.0,204000.0,
KR,024110,기업은행,탈락,,20850.0,20950.0,20850.0,1.0048,400.0,20450.0,20150.0,
KR,035720,카카오,청산,,36550.0,36750.0,37250.0,0.9866,1970.0,35550.0,35650.0,
KR,086280,현대글로비스,청산,,207500.0,209500.0,214500.0,0.9767,9230.0,198700.0,201500.0,
KR,010950,S-Oil,탈락,,150100.0,153700.0,150700.0,1.0199,9570.0,149200.0,129700.0,
KR,000720,현대건설,청산,,123300.0,126000.0,135900.0,0.9272,8960.0,120400.0,122700.0,
KR,030200,KT,탈락,,53400.0,54200.0,54600.0,0.9927,1170.0,53000.0,52600.0,
KR,005830,DB손해보험,청산,,181100.0,196000.0,191400.0,1.024,9470.0,177500.0,178400.0,
KR,0126Z0,삼성에피스홀딩스,청산,,387000.0,395000.0,388500.0,1.0167,23100.0,360000.0,365500.0,
KR,323410,카카오뱅크,탈락,,21950.0,22000.0,22000.0,1.0,590.0,21500.0,21300.0,
KR,307950,현대오토에버,청산,,421500.0,422500.0,471000.0,0.897,30800.0,392000.0,402000.0,
KR,443060,HD현대마린솔루션,청산,,207500.0,219500.0,227000.0,0.967,11970.0,206500.0,207500.0,
KR,071050,한국금융지주,청산,,192200.0,192200.0,197300.0,0.9742,8260.0,185400.0,187100.0,
KR,003230,삼양식품,탈락,,1531000.0,1553000.0,1557000.0,0.9974,75400.0,1497000.0,1431000.0,
KR,003490,대한항공,탈락,,28100.0,28700.0,28850.0,0.9948,985.0,27900.0,26750.0,28150.0
KR,005940,NH투자증권,청산,,26550.0,26600.0,27500.0,0.9673,985.0,25800.0,26200.0,
KR,047050,포스코인터내셔널,청산,,53700.0,53900.0,53900.0,1.0,2450.0,51300.0,51300.0,
KR,028050,삼성E&A,청산,,47100.0,48000.0,51000.0,0.9412,2790.0,46100.0,46100.0,
KR,090430,아모레퍼시픽,탈락,,147200.0,152500.0,151200.0,1.0086,5450.0,146500.0,140000.0,
KR,064400,LG씨엔에스,청산,,77200.0,77800.0,77800.0,1.0,4580.0,72000.0,72000.0,
KR,016360,삼성증권,청산,,88000.0,88100.0,90900.0,0.9692,4320.0,85400.0,87100.0,
KR,161390,한국타이어앤테크놀로지,청산,,66600.0,67800.0,69300.0,0.9784,2830.0,64000.0,64200.0,
KR,009830,한화솔루션,탈락,,33050.0,34100.0,34350.0,0.9927,2135.0,32200.0,31350.0,
KR,326030,SK바이오팜,청산,,87300.0,87600.0,94800.0,0.9241,4330.0,83800.0,84800.0,
KR,000880,한화,탈락,,135500.0,140000.0,137800.0,1.016,6920.0,133500.0,114500.0,
KR,039490,키움증권,청산,,277500.0,281000.0,290000.0,0.969,13400.0,269000.0,272500.0,
KR,267270,HD건설기계,청산,,133300.0,134000.0,144900.0,0.9248,8220.0,130800.0,133200.0,
KR,377300,카카오페이,청산,,46450.0,46450.0,49000.0,0.948,3385.0,44100.0,44550.0,
KR,032640,LG유플러스,확정,15080.0,14990.0,15060.0,15060.0,1.0,297.0,14820.0,14660.0,
KR,005387,현대차2우B,청산,,190600.0,192400.0,208000.0,0.925,6490.0,188100.0,190600.0,
KR,353200,대덕전자,청산,,112700.0,113900.0,114700.0,0.993,9450.0,100900.0,104100.0,
KR,000500,가온전선,탈락,,210000.0,218500.0,217000.0,1.0069,15630.0,198200.0,160800.0,
KR,128940,한미약품,청산,,492500.0,500000.0,564000.0,0.8865,46700.0,474500.0,494000.0,
KR,175330,JB금융지주,탈락,,29050.0,29000.0,29050.0,0.9983,1065.0,27500.0,27050.0,
KR,029780,삼성카드,탈락,,46950.0,47250.0,47650.0,0.9916,1060.0,46350.0,45650.0,
KR,010060,OCI홀딩스,청산,,277500.0,277500.0,284500.0,0.9754,21500.0,261000.0,261500.0,
KR,271560,오리온,탈락,,129700.0,130100.0,130800.0,0.9946,4390.0,127100.0,125200.0,
KR,454910,두산로보틱스,청산,,71000.0,71300.0,73800.0,0.9661,3530.0,68200.0,69500.0,
KR,088350,한화생명,탈락,,5770.0,6010.0,5950.0,1.0101,324.0,5720.0,5330.0,5880.0
KR,036570,NC,청산,,224500.0,225500.0,231000.0,0.9762,9800.0,219000.0,220500.0,
KR,088980,맥쿼리인프라,확정,9990.0,9960.0,9960.0,10020.0,0.994,193.0,9870.0,9760.0,
KR,138930,BNK금융지주,진입,,15200.0,15200.0,15180.0,1.0013,408.0,14920.0,14770.0,
KR,051900,LG생활건강,탈락,,306000.0,325500.0,321000.0,1.014,13700.0,308000.0,295000.0,
KR,005385,현대차우,청산,,189700.0,192300.0,209500.0,0.9179,6840.0,187100.0,191200.0,
KR,001450,현대해상,탈락,,52900.0,53000.0,52600.0,1.0076,2875.0,50500.0,48450.0,
KR,000990,DB하이텍,탈락,,94300.0,95000.0,95600.0,0.9937,5820.0,89100.0,88900.0,
KR,018880,한온시스템,청산,,3510.0,3515.0,3595.0,0.9777,152.5,3375.0,3405.0,
KR,001040,CJ,탈락,,129900.0,130500.0,131700.0,0.9909,6270.0,128300.0,125900.0,
KR,161890,한국콜마,탈락,,160100.0,165900.0,161900.0,1.0247,9320.0,155400.0,144000.0,
KR,082740,한화엔진,청산,,47450.0,47600.0,49900.0,0.9539,3065.0,45350.0,46800.0,
KR,192820,코스맥스,탈락,,286000.0,304500.0,306000.0,0.9951,17650.0,291500.0,271000.0,
KR,111770,영원무역,청산,,72300.0,74100.0,77100.0,0.9611,3630.0,71100.0,71800.0,
KR,035250,강원랜드,탈락,,14750.0,14800.0,14870.0,0.9953,255.0,14530.0,14470.0,
KR,009420,한올바이오파마,청산,,59700.0,61000.0,65900.0,0.9256,4560.0,57000.0,61700.0,
KR,302440,SK바이오사이언스,탈락,,38400.0,38900.0,38950.0,0.9987,1700.0,37450.0,37050.0,
KR,336260,두산퓨얼셀,청산,,45150.0,45750.0,47450.0,0.9642,4205.0,43300.0,43350.0,
KR,483650,달바글로벌,청산,,220000.0,229000.0,240000.0,0.9542,11300.0,218000.0,219500.0,
KR,085620,미래에셋생명,청산,,21550.0,23050.0,31000.0,0.7435,3175.0,21000.0,22750.0,
KR,017800,현대엘리베이터,청산,,74200.0,75200.0,76800.0,0.9792,3090.0,73800.0,74100.0,
KR,097950,CJ제일제당,탈락,,186500.0,189200.0,191000.0,0.9906,4900.0,185500.0,185200.0,
KR,375500,DL이앤씨,청산,,72000.0,72700.0,76300.0,0.9528,4220.0,69400.0,69400.0,
KR,450080,에코프로머티,탈락,,38700.0,39100.0,38950.0,1.0039,2300.0,37100.0,35350.0,38050.0
KR,489790,한화비전,청산,,50100.0,50400.0,53500.0,0.9421,3360.0,45400.0,49600.0,
KR,383220,F&F,탈락,,66900.0,66900.0,67100.0,0.997,2450.0,64800.0,62000.0,
KR,004800,효성,탈락,,166800.0,171500.0,172500.0,0.9942,7520.0,163900.0,155000.0,
KR,004370,농심,탈락,,441000.0,459000.0,460000.0,0.9978,23850.0,440000.0,422000.0,
KR,279570,케이뱅크,탈락,,5650.0,5720.0,5760.0,0.9931,136.0,5600.0,5540.0,
KR,001720,신영증권,청산,,156400.0,156400.0,161000.0,0.9714,6170.0,149600.0,152200.0,
KR,011170,롯데케미칼,탈락,,59100.0,59500.0,59700.0,0.9966,2220.0,57800.0,54100.0,
KR,003690,코리안리,청산,,14280.0,14690.0,14740.0,0.9966,521.0,14110.0,14270.0,
KR,005850,에스엘,청산,,53200.0,53600.0,54700.0,0.9799,2710.0,50700.0,51800.0,
KR,204320,HL만도,청산,,51800.0,52100.0,52100.0,1.0,2800.0,47700.0,49050.0,
KR,000240,한국앤컴퍼니,탈락,,24650.0,25000.0,25000.0,1.0,1005.0,24050.0,23850.0,
KR,014680,한솔케미칼,청산,,207000.0,207000.0,208000.0,0.9952,8740.0,195800.0,198700.0,
KR,030000,제일기획,관심,,18930.0,19330.0,19370.0,0.9979,325.0,19050.0,18850.0,
KR,007070,GS리테일,탈락,,26350.0,27550.0,27800.0,0.991,1325.0,26250.0,25250.0,
KR,005440,현대지에프홀딩스,청산,,11980.0,12020.0,12320.0,0.9756,456.0,11600.0,11750.0,
KR,073240,금호타이어,탈락,,7360.0,7560.0,7450.0,1.0148,420.0,7200.0,6910.0,
KR,051600,한전KPS,청산,,45800.0,46600.0,50900.0,0.9155,1950.0,45300.0,45750.0,
KR,002790,아모레퍼시픽홀딩스,탈락,,27250.0,28000.0,28050.0,0.9982,1025.0,27150.0,26100.0,27500.0
KR,462870,시프트업,청산,,32650.0,32800.0,33750.0,0.9719,1235.0,32000.0,32000.0,
KR,439260,대한조선,청산,,47500.0,48750.0,50200.0,0.9711,1770.0,46050.0,48500.0,
KR,475150,SK이터닉스,청산,,55000.0,55000.0,57900.0,0.9499,4470.0,52600.0,53400.0,
KR,069960,현대백화점,청산,,95400.0,95500.0,96500.0,0.9896,3960.0,90900.0,91700.0,
KR,071970,HD현대마린엔진,청산,,52100.0,52200.0,56000.0,0.9321,3215.0,50100.0,51400.0,
KR,000155,두산우,탈락,,440000.0,447000.0,445000.0,1.0045,23950.0,420000.0,408000.0,
KR,395400,SK리츠,청산,,5460.0,5460.0,5700.0,0.9579,181.0,5220.0,5320.0,
KR,023590,다우기술,청산,,39000.0,39100.0,39550.0,0.9886,1550.0,37800.0,38000.0,
KR,322000,HD현대에너지솔루션,청산,,142300.0,142700.0,148800.0,0.959,13240.0,129700.0,132800.0,
KR,011210,현대위아,청산,,60000.0,60400.0,61900.0,0.9758,2750.0,57100.0,58000.0,
KR,020560,아시아나항공,탈락,,7610.0,7680.0,7720.0,0.9948,278.0,7460.0,7060.0,7600.0
KR,001800,오리온홀딩스,탈락,,25800.0,26250.0,26450.0,0.9924,955.0,25450.0,24900.0,
KR,097230,HJ중공업,청산,,16820.0,17000.0,17400.0,0.977,720.5,16320.0,16880.0,
KR,00680K,미래에셋증권2우B,청산,,11290.0,11530.0,11800.0,0.9771,531.0,10960.0,11300.0,
KR,007810,코리아써키트,청산,,61300.0,61500.0,63300.0,0.9716,5900.0,56000.0,57200.0,
KR,281820,케이씨텍,청산,,68400.0,68500.0,70300.0,0.9744,4750.0,63100.0,64400.0,
KR,001430,세아베스틸지주,청산,,41000.0,42450.0,45700.0,0.9289,2540.0,40400.0,41650.0,
KR,069620,대웅제약,탈락,,126800.0,128600.0,128900.0,0.9977,5370.0,124100.0,122000.0,
KR,093370,후성,청산,,13130.0,13130.0,13250.0,0.9909,1034.0,12000.0,12150.0,
KR,280360,롯데웰푸드,탈락,,145700.0,155000.0,148000.0,1.0473,8040.0,144500.0,133800.0,
KR,007310,오뚜기,탈락,,335500.0,340000.0,339500.0,1.0015,11550.0,330500.0,325000.0,
KR,001740,SK네트웍스,청산,,6570.0,6630.0,6950.0,0.954,273.0,6450.0,6610.0,
KR,003540,대신증권,청산,,27100.0,27100.0,27450.0,0.9872,830.0,26250.0,26350.0,
KR,300720,한일시멘트,탈락,,17070.0,17160.0,17140.0,1.0012,592.0,16780.0,15910.0,
KR,000815,삼성화재우,탈락,,426000.0,432000.0,435000.0,0.9931,14450.0,420500.0,409000.0,
KR,330590,롯데리츠,청산,,3935.0,3935.0,3970.0,0.9912,142.5,3830.0,3830.0,
KR,192080,더블유게임즈,탈락,,58500.0,59500.0,59700.0,0.9966,2440.0,57600.0,56700.0,
KR,004000,롯데정밀화학,탈락,,47800.0,48350.0,48350.0,1.0,1585.0,47000.0,45450.0,47600.0
KR,000080,하이트진로,탈락,,15600.0,15640.0,15720.0,0.9949,392.0,15410.0,15090.0,
KR,006340,대원전선,청산,,13620.0,14110.0,14800.0,0.9534,970.0,13060.0,13160.0,
KR,003530,한화투자증권,청산,,4930.0,4930.0,5280.0,0.9337,342.0,4735.0,4780.0,
KR,000210,DL,탈락,,50500.0,50400.0,50600.0,0.996,2410.0,48600.0,47600.0,
KR,077970,STX엔진,청산,,25000.0,25150.0,26650.0,0.9437,1600.0,23800.0,23850.0,
KR,192400,쿠쿠홀딩스,청산,,28000.0,28350.0,28600.0,0.9913,875.0,27600.0,27600.0,
KR,000370,한화손해보험,탈락,,8490.0,8600.0,8500.0,1.0118,502.0,8170.0,7380.0,
KR,003570,SNT다이내믹스,청산,,29300.0,30650.0,31850.0,0.9623,1755.0,28900.0,29550.0,
KR,030190,NICE평가정보,탈락,,16170.0,16350.0,16270.0,1.0049,635.0,15700.0,15400.0,
KR,499790,GS피앤엘,탈락,,43850.0,44350.0,44100.0,1.0057,1890.0,42350.0,39900.0,
KR,185750,종근당,탈락,,68400.0,68800.0,69400.0,0.9914,2170.0,67000.0,66600.0,
KR,195870,해성디에스,청산,,53900.0,54000.0,56500.0,0.9558,3780.0,51000.0,53100.0,
KR,003470,유안타증권,청산,,4730.0,4745.0,4825.0,0.9834,173.0,4610.0,4640.0,
KR,009240,한샘,탈락,,39200.0,39950.0,40000.0,0.9988,1580.0,38950.0,37800.0,
KR,005300,롯데칠성,탈락,,99100.0,99900.0,100200.0,0.997,2450.0,98500.0,96600.0,
KR,006120,SK디스커버리,탈락,,52300.0,52300.0,51900.0,1.0077,2150.0,49350.0,48000.0,
KR,071055,한국금융지주우,청산,,148500.0,149300.0,158800.0,0.9402,5460.0,144900.0,146000.0,
KR,100090,SK오션플랜트,탈락,,13800.0,15000.0,14180.0,1.0578,804.0,13200.0,13170.0,
KR,005180,빙그레,탈락,,90600.0,96000.0,95000.0,1.0105,6060.0,90600.0,88200.0,
KR,005090,SGC에너지,청산,,55500.0,62000.0,67700.0,0.9158,6230.0,54800.0,59600.0,
KR,003850,보령,탈락,,9070.0,9070.0,9150.0,0.9913,244.0,8910.0,8840.0,
KR,317450,명인제약,탈락,,46100.0,46400.0,46750.0,0.9925,1825.0,45050.0,44500.0,
KR,036530,SNT홀딩스,청산,,45850.0,46300.0,46950.0,0.9862,1205.0,45100.0,45300.0,
KR,000670,영풍,탈락,,40000.0,41150.0,41200.0,0.9988,1890.0,39200.0,38550.0,40300.0
KR,003160,디아이,청산,,24200.0,24500.0,25300.0,0.9684,1565.0,23100.0,24050.0,
KR,293940,신한알파리츠,탈락,,5410.0,5520.0,5520.0,1.0,113.0,5380.0,5310.0,
KR,094800,맵스리얼티,관심,,7220.0,7210.0,7250.0,0.9945,235.0,7110.0,7010.0,7200.0
KR,069260,TKG휴켐스,확정,16550.0,16480.0,16490.0,16470.0,1.0012,388.0,16110.0,15980.0,
KR,005690,파미셀,청산,,11110.0,11210.0,11520.0,0.9731,948.0,10640.0,10650.0,
KR,033240,자화전자,청산,,30250.0,30250.0,31300.0,0.9665,2325.0,27050.0,28950.0,
KR,002960,한국쉘석유,탈락,,500000.0,505000.0,510000.0,0.9902,10500.0,497000.0,486500.0,
KR,000400,롯데손해보험,탈락,,2065.0,2140.0,2145.0,0.9977,106.9,2040.0,1950.0,
KR,001570,금양,청산,,9900.0,0.0,0.0,,9900.0,0.0,0.0,
KR,453340,현대그린푸드,탈락,,18900.0,19010.0,19140.0,0.9932,621.0,18610.0,18120.0,
KR,006380,카프로,청산,,3660.0,0.0,0.0,,3660.0,0.0,0.0,
KR,006650,대한유화,탈락,,96200.0,97600.0,96900.0,1.0072,5170.0,92700.0,80500.0,
KR,079900,전진건설로봇,청산,,39600.0,39800.0,43800.0,0.9087,2985.0,38500.0,38600.0,
KR,001510,SK증권,청산,,2555.0,2565.0,2975.0,0.8622,281.5,2435.0,2555.0,
KR,075580,세진중공업,청산,,10380.0,10500.0,10950.0,0.9589,588.0,10100.0,10340.0,
KR,108320,LX세미콘,청산,,36600.0,37000.0,38250.0,0.9673,1575.0,35900.0,36700.0,
KR,003300,한일홀딩스,탈락,,18920.0,19170.0,19170.0,1.0,540.0,18600.0,18000.0,
KR,001270,부국증권,청산,,54800.0,56800.0,59400.0,0.9562,2720.0,53600.0,54400.0,
KR,336370,솔루스첨단소재,탈락,,8010.0,8090.0,8020.0,1.0087,431.0,7700.0,7250.0,
KR,007700,F&F홀딩스,탈락,,14320.0,14640.0,14600.0,1.0027,487.0,14330.0,13930.0,
KR,003620,KG모빌리티,청산,,2700.0,2700.0,2750.0,0.9818,83.5,2620.0,2635.0,
KR,016380,KG스틸,청산,,5560.0,5610.0,5790.0,0.9689,208.0,5500.0,5510.0,
